Company,Website
Plenimagem,https://plenimagem.com
Itaú-Unibanco,https://itau.com.br
CMAS – Systems Consultants,http://www.cmas-systems.pt/
Leo Burnett Lisboa,https://leoburnett.com/
Endemol Portugal,https://www.endemol.pt/
Lunacloud,
Omni Aviation,http://www.omniaviation.pt/
Sysmex,http://www.sysmex.co.jp/en/index.html
VOI Communication,https://www.voi-communication.com/
Modo Design,https://mododesign.pt/
Dragonboat,https://dragonboat.io/
Luza Tecnologia,https://luzatec.pt
AppGeneration,http://www.appgeneration.com
Schréder Hyperion,https://www.schrederhyperion.com/
Codezone Digital Marketing,http://www.codezone.pt
Yonderland,http://www.yonderland.com/
LA CASA DE LAS CARCASAS,https://lacasadelascarcasas.pt/
DeepNeuronic,https://deepneuronic.com/
Philips Portugal,http://www.philips.pt
Agroop,http://agroop.net/
HYP,https://hyp.pt/
CESAE,http://www.cesae.com
Studio Nuts,https://studio-nuts.myportfolio.com/home
KBAI Research,https://www.kbai.org/
AXA,http://www.axa.com
MeshApp,
GSTEP,http://www.gstep.pt
Cloudzone,http://www.cloudzone.io/
Wide Scope,http://www.widescope.pt
Telbit,http://www.telbit.pt/
Tetraedro,http://www.tetraedro.pt
EID,https://www.eid.pt/
Moneris,http://www.moneris.pt/
Mediaon.pt,https://mediaon.pt/
Datadog,http://datadoghq.com/
paretoIT,http://paretoit.com
Aldi Portugal,https://www. aldi .pt/carreira.html
Porto Digital,http://www.portodigital.pt/
AbuseTotal,https://abusetotal.com/pt
Bolt,http://bolt.eu
O Mirante,https://omirante.pt/
3CKET,https://www.3cket.com
Adegga,http://pt.adegga.com
MUSa Software,https://musasoftware.com/
Amdocs,https://www.amdocs.com/
Iconsulting Group,https://iconsulting-group.com/
Groove,https://www.groove.co
Connexi,http://www.connexi.com
SAFTonline,http://www.saftonline.pt/
BRSL Group,https://www.brslgroup.com/
Bubble-go,
Bullet Solutions,http://www.bulletsolutions.com
Vila Vita Parc,https://vilavitaparc.com/pt
Polopiqué,http://www.polopique.pt
Flag,http://www.flag.pt
Design Aqui,http://www.designaqui.com/
WYcreative,https://wycreative.com/
Upfront,https://www.upfront.net/
Altar.io,https://altar.io/
The Loop co.,https://www.theloop.pt/
Appirio,https://appirio.com 
Improxy,http://www.improxy.pt/
Infinitas Learning,http://www.infinitaslearning.com
3H Comunicação,https://www.tres-aga.pt/
BA&N,http://www.ban.pt/
Genibet Biopharmaceuticals,https://www.genibet.com/
Trend4IT Consulting,https://trend4it.com/
impossible,https://www.impossible.com/
NORONESC,http://www.noronesc.com
Biglevel,http://www.biglevel.pt/
4por4 - Web,https://www.4por4.pt/
Documatica,http://www.documatica.pt
Way2concept,http://www.way2concept.com/
Identisoft,https://www.identisoft.pt/
Daloop,https://daloop.io/pt
Lusitania Companhia de Seguros,http://www.lusitania.pt/
WEBrand,https://webrand.agency/
NYLON.,http://nylongroup.com
Web Labs,http://weblabsdev.com
AnyLogic,https://the.anylogic.company/
Mintbase,https://mintbase.io
Enidog,https://enidog.com
"Nuno Cubal Reis, Unipessoal Lda.",https://nunoreis.pt
FIWARE,http://www.fiware.org
WestSEA,https://west-sea.pt/
SDG Consulting Portugal,http://www.sdggroup.com/
EPAM Systems,https://www.epam.com
Normática,http://www.normatica.pt
TechHQ,
Leroy Merlin,http://www.leroymerlin.com/
Actuasys,https://actuasys.com
SOAP Presententions,https://www.soappresentations.com/
RemOpt,http://www.remopt.com/
Reiman,https://reiman.pt/
ThinkDigital,http://www.thinkdigital.pt
Uappi,https://uappi.com.br
Rohde & Schwarz,http://www.rohde-schwarz.pt
Ophiomics,https://www.ophiomics.com/
Teijin Automotive Technologies,https://www.teijin.com
RIS2048,http://www.ris2048.pt
Citeforma,https://www.citeforma.pt/
Skydraft,http://skydraft.com/
Novo Nordisk,https://www.novonordisk.com/
Confeções Guadalupe,https://www.racius.com/confeccoes-guadalupe-s-a/
Valispace,http:Impactzero,http://impactzero.pt/
Wallapop,https://www.wallapop.com/
CRON,https://www.cron.studio/
AMI tecnologias para transportes,https://www.datacar.eu/
ECI Software Solutions Portugal,https://www.ecisolutions.com/
NBCC Consulting / Aurion,http://www.nbcc-consulting.com/
Newhotel Software,http://www.newhotel.com
Tekon Electronics,https://www.tekonelectronics.com/pt/
BrandTellers Studio,https://brandtellers.com/
Hifly,https://hifly.aero/
Logicalis Portugal,https://www.pt.logicalis.com/
Legendary People + Ideas,http://www.legendary.pt
Intel Portugal,http://www.intel.com
Craftere Solutions,http://craftere.com/
Tecnoforma,http://www.tecnoforma.pt
2Play+,http://www.2playmore.pt
Actuarial,http://www.actuarial.pt
Wegho,https://www.wegho.com/
Datacomp,http://www.datacomp.pt
CIBEN,http://www.ciben.pt
Goweb Agency,https://gowebagency.pt/
Azores Lovers,https://www.azoreslovers.com/
Unilever,https://www.unilever-fima.com/
VirtualCare,https://virtualcare.pt/
Beamian,https://beamian.com/
Extrusal,https://www.extrusal.pt/
Primetag,http://primetag.net
BBDO Portugal,http://www.bbdo.pt
Lanidor,https://www.lanidor.com/
Fucoli-Somepal,https://www.fucoli-somepal.pt/
Parfin,http://www.parfin.io
Watch Labs,https://www.linkedin.com/company/watch-labs
Fieldwork Robotics,http://www.fieldworkrobotics.com
Abbott,https://www.pt.abbott/
Beevo,https://www.beevo.com/
Cablerías Group,http://www.cableriasgroup.com/
LAS Training,https://www.lastraining.pt/
Fraunhofer Portugal,https://www.fraunhofer.pt/
BeanStalk,http://www.beanstalk-ti.com
Vitamina,http://avitamina.pt/
Grupo Turim,https://www.turim-hotels.com
Roboyo,https://www.roboyo.global/
kpk (antiga karpatkey),https://kpk.io/
Vimaponto,https://vimaponto.com/
LCG+,http://www.lisboncg.com
IDW,http://www.idw.pt
SAS Portugal,http://www.sas.com
Motorsoft,http://www.motorsoft.eu
Rasgo,http://www.rasgo.pt
Planeta Virtual,http://www.planetavirtual.pt/
Redshift II - Solutions,http://www.redshift.global/
Xsealance,https://www.xsealence.pt/
Shaperbuddy,https://www.shaperbuddy.com
GLanDrive,https://www.glandrive.pt
witbe,https://www.witbe.net
DBG,https://www.dbg.pt/
Surecloud,http://www.surecloud.com
Ticasgest,http://ticasgest.pt/
Vector Synergy,http://www.vectorsynergy.com/
xelerate.tech,http://www.xelerate.tech
Servdebt,https://www.servdebt.com/pt
Virtual Forum,http://www.virtualforum.pt
Sea4Us,http://sea4us.pt/
ACENSI Portugal,http://www.acensi.pt/
EXA Infrastructure,http://exainfra.net
Marley Spoon,https://marleyspoon.com/
Infosys,https://www.infosys.com/
Pixelminds,
Hardsecure,http://www.hardsecure.com
Aceve,https://aceve.com/
Grupo Orey,http://www.orey.com
Zartis,https://www.zartis.com/
BestHealth4U,http://besthealth4u.pt
Collab,http://www.collab.com
Manpower,http://www.manpowergroup.pt
EPSN Workforce Portugal,http://www.epsnworkforce.com
Velocidi,https://www.velocidi.com
Holos,https://holos.pt
Tensai,https://www.tensai.pt/
Starkdata,https://www.starkdata.ai/
Banco Privado Atlântico Europa,http://www.atlantico.eu
Onile IT,https://www.onile-it.pt/
Hypnotic Digital Agency,http://www.hypnotic.pt
Creative Minds,http://www.creative-minds.pt
Cronos Europa,https://www.cronoseuropa.com/
Marinha Portuguesa,https://marinha.pt
Startup Braga,https://www.startupbraga.com/
SHIFT Management Consulting,https://www.shift-global.com/
Unipartner,https://www.unipartner.com/
itc,https://www.itc.pt/
Arturai,http://www.arturai.com
Deeploy,https://deeploy.me/en/
Valuring,https://valuring.com
Ethena Labs,https://www.ethena.fi/
Gomobbi,http://gomobbi.com
Universidade do Algarve,http://www.ualg.pt
FNTIO,https://www.fntio.com/
Bontaz,https://www.bontaz.com/
Critical Software,http://www.criticalsoftware.com
Odds Scanner,https://oddsscanner.com/corporate/
Helppier,http://www.helppier.com/
Fito,http://fito.me/
Metatheke Software,http://www.metatheke.com
Pegada criativa,http://www.pegadacriativa.pt
Elastomer Solutions Group,https://www.elastomer-solutions.com
Dipcode,https://dipcode.com
LIDERLINK Business Solutions,http://liderlink.pt
Lyzer,https://www.lyzer.tech
Ancátima,
Whitestudio,http://www.eduardoaires.com/
Hoopers,https://hoopers.club/
Streambolico,
Trillium,https://trillium.net/
EDIGMA,http://www.edigma.com
A.T. Kearney Portugal,https://www.pt.kearney.com/
Penguin Formula,http://www.penguinformula.com/
iCapital,http://www.icapital.com
J. Walter Thompson,http://www.jwt.com
Findmore Consulting,http://www.findmore.pt
Famly,https://www.famly.co
CarboCode,https://www.carbocode.com/
Banco Santander Portugal,https://www.santander.pt/
xMoney,https://www.xmoney.com/
Kenbi,https://www.kenbi.de/
Popcorn Metrics,http://www.popcornmetrics.com
Congruent,https://www.congruent.pt/
Nokia Networks Portugal,http://www.nokia.com/pt_int
iTRecruiter,https://www.itrecruiter.tech
Nano4 Global,https://nano4global.com/website/
Bliss Applications,http://www.blissapplications.com
Famous Gadget,https://famousgadget.pt
Unicâmbio,http://www.unicambio.pt/
Inttera,https://www.inttera.pt/
Hitachi Automotive Systems,http://www.hitachi-automotive.co.jp/en/
Checkmarx Portugal,https://www.checkmarx.com/
Decode,
Priberam,http://www.priberam.pt
UNL - Universidade Nova de Lisboa,https://www.unl.pt/
Burocratik,http://www.burocratik.com/
J.Prior,https://www.jprior.pt/
Cision Portugal,https://www.cision.pt/
Wondercom,http://wondercom.pt
Replai,https://replai.io
Mystic Invest,https://www.mysticinvest.com/
Maria Design,http://www.maria-design.pt
Emeteclass,http://emete.com/
Make It Digital,https://www.makeitdigital.pt/
Synvert xgeeks,https://xgeeks.com/
We are Materia,https://wearemateria.com
Brisa,http://www.brisa.pt
bridge351,https://www.bridge351.com
GuestCentric,http://www.guestcentric.com/pt-pt
Fonoa,https://www.fonoa.com/
Etherify,
Pluralo,https://pluralo.com/pt/
Algofy,https://www.algofy.com/
ITEN,
YouOn Group,http://www.youongroup.com
Nearsoft solutions,https://nearsoftsolutions.com/
Merck Group Portugal,http://www.merck.pt/
GTE Consultores,http://www.gte.pt
TEAM International,https://www.teaminternational.com/
Tyson Foods,http://tysonfoods.com
Multivision,http://multivision.pt
Listopsis,http://www.listopsis.pt
rwe,https://cliente.rweclinica.com/
LFM Corporate,http://www.lfmcorporate.com
Open Solutions,http://www.opensolutions.pt
Signinum Inovação,http://signinum.pt
Sporty Group,https://sportygroup.com/
LSI Integração de Serviços e Informática,http://www.lsi.pt
Darwin Interactive,https://darwininteractive.com
DigitalSign,https://www.digitalsign.pt
vivo,http://www.vivo.com/en
Spidernet,http://www.spidernet.pt
Minuscode,http://www.minuscode.com
Globaltronic,http://www.globaltronic.pt
ArtVision Business Solutions,http://www.artvision.pt
Amkor,https://amkor.com/
Squarespace,https://pt.squarespace.com/
Neadvance,http://www.neadvance.com/about
WebView | Comunicação Digital,http://www.webview.pt/
Outplanr,https://www.outplanr.com/
Kraken,https://kraken.com/
Secil,https://www.secil.pt/
Instaleap,https://www.instaleap.io/
CTT - Correios de Portugal,http://www.ctt.pt
Fidelizarte,https://www.fidelizarte.pt/
Ivy Tech,https://www.ivy-tech.com/
TomTom,https://www.tomtom.com/
Gi Group Holding (antiga Kelly Services),https://www.gigroupholding.com/
Embrace (Antiga TravelStore),https://www.grupotravelstore.com
Finance Technology,https://www.financetechnology.com/
CyberS3c,http://www.cybers3c.pt
Soccial,https://www.soccial.com/pt/
Mediaview/Careview,https://www.careview.pt/
Bizdirect,
LusoSoft TI,http://www.lusosoft.pt/
Fluor Design,https://www.fluordesign.com/
GoParity,https://goparity.com/
SmartGlobe,http://www.smartglobe.pt
Future Internet Technologies,https://fit.isel.pt/
ANOVA,https://www.anova.com/
Block Bastards,http://blockbastards.io/
Romper Códigos,http://www.rcti.pt
Wolt - Energy for Brands,http://wolt.pt/
TrackIT Consulting,https://www.trackit.pt/
NetApp Portugal,https://www.netapp.com
Ae economics,https://www.aeeconomics.com      
G9Telecom,https://g9.pt/
KinetIT,http://www.kinetit.com
NeuNeto,
Goldenergy,https://goldenergy.pt/
Brainnest,https://careers.smartrecruiters.com/brainnest
Hortelã Magenta,http://www.hortelamagenta.pt
Redfox Tech,https://redfox.tech/
Sqédio,http://www.sqedio.com/
Char49,https://www.char49.com/
Verbz,
Pfizer,http://www.pfizer.com
Pleez,http://www.pleez.pt
Grupo YOUR,http://www.grupoyour.pt
Sequoia Consulting,http://sequoiaconsulting.pt
Arquiconsult,http://www.arquiconsult.com
Uber,https://www.uber.com/pt/pt-pt/
Cignon Portugal,https://www.cignon.com/
Evomedia,https://evomedia.pt/
Thorit,https://www.thorit.de/en/
Kencko,https://www.kencko.com/
Certezza,http://www.certezza.pt
Syensqo,https://www.syensqo.com/en/
Interlog Portugal,https://www.interloggroup.com/en/
GTI Software & Networking,https://gtiportugal.pt
Colara,http://www.colara.com
Mind Source,http://www.mindsource.pt
Deloitte Digital,http://www.deloittedigital.com
Synopsys,http://www.synopsys.com
Information Builders,https://www.ibi.com/
IOL Negócios,http://www.iolnegocios.pt
Binance,https://www.binance.com/
Dune,http://www.dune.com
Virtual Power Solutions (VPS),
GTC - Sistemas Digitais de Vídeo,https://gtc.pt/
Ground Control Studios,http://www.gcontrolgames.com
info2k,http://www.info2k.pt/
Azapi,https://azapi.pt/
Namecheap,https://www.namecheap.com/
CompareEuropeGroup,http://www.compareeuropegroup.com/
IG&H Platform services,https://www.Igh.com/
Flock,https://www.flockplatform.com/
WeCookIT,https://www.wecookit.eu/
Planet,https://www.planetpayment.com/en/home/
EnHeSa,https://www.enhesa.com/
Trust Systems,https://www.linkedin.com/company/trust-systems
Odisseias,http://www.odisseias.com
Conextivity,https://conextivity.com
Foundever,https://foundever.com/
Grupo Érre,https://www.grupoerre.pt
NBRSolutions,http://www.nbrsolutions.pt
Leiripantone,https://www.leiripantone.com/
Dwsi,http://www.dwsi.pt/
El Corte Inglés - Informática,
Human partner,http://www.humanpartner.pt/
Issuu,https://issuu.com/
Objecto Cardíaco,
Capitole,https://capitole-consulting.com
n.exchange,https://n.exchange/
Trivalor,http://www.trivalor.pt
Wincor Nixdorf Portugal,http://www.wincor-nixdorf.com
Riva Office,https://www.rivaoffice.pt/
WATERDOG,https://waterdog.mobi/
Think Attitude,https://thinkattitude.pt/
DareData Engineering,https://daredata.engineering
Just Vargas,https://www.justvargas.com/
Fabamaq,http://www.fabamaq.com
Brief Creatives,https://brief.pt/
Critical Techworks,https://www.criticaltechworks.com
Host Hotel Systems,http://www.hostpms.com
FunnyHow?,http://www.funnyhow.pt
Musiversal,https://www.musiversal.com/
Lightbox,http://www.lightbox.pt/
Dreammedia,https://dreammedia.pt/
Nersant,http://www.nersant.pt
Link Talentos,http://www.linktalentos.com/
Tangity,https://tangity.global/
MarkupTree,http://www.markuptree.com
ABS Consultoria Informática,https://www.abs-allbusinesssolutions.com/
MindMyMind,https://www.mindmymind.com
GOinside,https://www.goinside.co/
Pixel Plan,https://www.pixelplan.net/
HyChen (antiga Solvay),https://www.solvay.com/pt/portugal
Thisislove Studio,http://www.thisislove.pt/
Grupo Bensaude,http://www.grupobensaude.pt
OPT - Optimização e Planeamento de Transportes,https://www.opt.pt/
Code for All_,http://www.academiadecodigo.org/
Willis Towers Watson Portugal,https://www.willistowerswatson.com
Plurinetworks,https://www.plurinetworks.com/
ShiftForward,
Transcom,https://www.transcom.com
RoomRaccoon,https://roomraccoon.pt/
Altium,https://www.altium.com/
Altice Labs,https://www.alticelabs.com
Ritain.io,https://www.conkord.com/
VOQIN',https://www.voqin.com/
Chimp,http://www.chimp.pt/
MOP,http://www.mop.pt
Althima,http://www.althima.com/
Wolters Kluwer,https://www.wolterskluwer.pt/
Bastarda,https://bastarda.pt/
Skillmind,http://www.skillmind.pt
Danone,http://www.danone.com
Appsconcept,https://www.appsconcept.eu/
Algebra Capital,https://www.algebracapital.pt/
SOLO Network,http://thesolo.network/
Reach IT,https://www.reachit.pt/
AirCourts (Playtomic),http://www.aircourts.com/
EDC Executive Decisions Communication,http://www.edc.pt
Phosphorland,https://phorland.pt/
Dystematic,https://www.dystematic.com/
Petrotec,http://www.petrotec.pt
Sumol+Compal,https://sumolcompal.pt/
Marktel,http://www.marktel.es/
Freudenberg,https://www.freudenberg.com/
Mastercard,https://www.mastercard.pt/pt-pt.html
Plater IT,
Bankinter,https://www.bankinter.pt/
Pleo,http://www.pleo.io
Digital ARM Agency,http://www.digitalarm.agency/
Execfactor,http://www.execfactor.pt
Notícias Ilimitadas,https://www.linkedin.com/company/not%C3%ADcias-ilimitadas/
Nimber,https://www.nimber.pt/
MANTA,
SQIMI,http://www.sqimi.com
Polestar,https://www.polestar.com
Remote People (antiga Horizons),https://remotepeople.com/
Santa Casa da Misericórdia de Lisboa,http://www.scml.pt/
Xerox Portugal,http://www.xerox.com
AGS,http://www.ags.pt/
Networkme,
Restream,https://restream.io/
loomtech,https://loomtech.com/
Ed-Rom,http://www.ed-rom.com
Owl Creative Studio,http://owlcreative.pt/
Q-Free,https://www.q-free.com/
SalesLand,https://www.salesland.net/pt
Splink,https://besplink.com/
Modatta,https://www.modatta.org/
Softswiss,https://www.softswiss.com
TAP Portugal,http://www.flytap.com
Paynest,https://www.paynest.co
AFAconsult,http://www.afaconsult.com
DDB Lisboa,http://www.ddb.pt
Unisys,http://www.unisys.com
Miligrama Comunicação em Saúde,https://www.miligrama.com.pt/sobre-miligrama/
Enline Energy Solutions,http://www.enline-transmission.com
Plaidcoders,https://www.plaidcoders.pt
Wellhub,https://wellhub.com/en-us/
Studio Graphene,https://www.studiographene.com/
Softfinanca,http://www.softfinanca.com/
NTT Data,https://pt.nttdata.com/
HCCM Consulting,https://www.hccm.pt/
Wodify,http://www.wodify.com/
Huawei Portugal,http://www.huawei.com/pt
HHSurge,https://www.hhsurge.com/
WebTuga,https://www.webtuga.pt/
RNE - Engenharia & Projetos,http://www.rne.com.pt/
Pulsar Finance,https://pulsar.finance/
BESTSELLER,https://about.bestseller.com/
LindIT,https://lindit.eu/
Skin,https://skin.pt/
Bairro,
OficinaWare,http://www.oficinaware.com/
Icebel,http://www.icebel.com
Artec 3D,http://www.artec3d.com
Hypatos,http://www.hypatos.ai/
Content Guru,http://www.contentguru.com/
Incrível Futuro,http://www.incrivelfuturo.com
Asus Portugal,http://www.asus.com/pt
Macwin,http://www.macwin.pt
O2 Produções Audiovisuais,http://www.o2av.com
Mobrand,http://www.mobrand.com
Unset Studio,https://unset.studio/
Labsit,https://labsit.io/
Grupo Ultra SGPS,https://www.novacambios.com/
Gen Design Studio,http://www.gen.pt/
Camel 101,https://camel101.com/
WalliD,https://wallid.io/
Observador,http://observador.pt
Captain recruiter,https://www.captainrecruiter.com/
Godirect,
drible.pt,https://www.drible.pt/
Multicert,http://www.multicert.com
Colt,http://www.colt.net
Flecto (ex-Rnters),https://flecto.io/
Smartninja,https://www.smartninja.pt
Drivit,
Easygest,https://www.easygest.com.pt/
Grupo Ideias Dinâmicas,https://ideiasdinamicas.com/
Glory Global Solutions,http://www.gloryglobalsolutions.com
Cupido,http://www.cupido.pt
Habit Analytics,https://www.habit.io
Vortex Colab,https://www.vortex-colab.com
2fs,http://www.2fs.pt
Quadrante,https://quadranteglobal.com
Outglocal,https://outglocal.pt
Ageas Seguros Portugal,https://www.ageas.pt/
Scraim,https://www.scraim.com/
excentricGrey,
Enlightenment.AI,https://www.eai.company/
Pi Creative Studio,http://www.picreativestudio.com/
Consaudi,http://www.consaudi.pt/
Bee Engineering,http://www.bee-eng.pt
Sysnovare,http://www.sysnovare.pt
Mapfre,https://www.mapfre.pt/
Codit,https://www.codit.eu/en/
LastPass,https://www.lastpass.com/
SmartKISS,http://smartkiss.net/
SAP Portugal,http://www.sap.com
Landskill,https://www.landskill.com/
NiW - IT Services and Consulting,https://www.linkedin.com/company/niw-it-services-consulting
José de Mello Saúde,http://www.josedemellosaude.pt
ANSR,http://www.ansr.pt/
Realtime Corporation,
Nauon,https://www.nauon.com/
Windmill,https://www.windmillsmartsolutions.com/
D-Orbit,http://www.deorbitaldevices.com/
Softwhere,https://softwhere.com.pt/
CEiiA,http://www.ceiia.com
Cavedigital,http://www.cavedigital.com
TensorOps,https://www.tensorops.ai/
J.P.Morgan Workplace Solutions,https://www.globalshares.com/
Deel,https://www.deel.com/
Globalvia,https://www.portvias.pt/globalvia-portvias/
FineSource,http://www.finesource.eu
Cinicel,http://www.cinicel.com/
Maxdata Software,http://www.maxdata.pt
Bedrock Streaming,https://bedrockstreaming.com
Digi,https://www.digi.ro/
Omnibees,https://www.omnibees.com
Spic Creative Solutions,http://www.spicsolutions.com
Gapstars,https://gapstars.net/portugal/
Forty2 AG,https://www.forty2.ch/
Oportunity Leilões,https://www.oportunityleiloes.com/pt
Mozantech,https://mozantech.com
Akkodis,http://www.akkodis.com/
TargTex,https://targtex.com/
ADBD Communicare,
Covet Group,https://www.covetgroup.com
Zharta,https://www.zharta.io/
klepierre,https://www.klepierre.com
Pontopay - Pontocidadão,https://www.pontopay.pt
1SA Group,https://1sagroup.com/recrutamento
Portugal Aosheng Hi-Tech,https://www.aosheng-china.com/en/
Impact Transition,https://impacttransition.pt/
A Equipa,https://aequipa.com/
Seven Principles,https://7p-group.com/
Symantec,https://www.symantec.com/
Warwick Analytics,https://warwickanalytics.com/
Avit Group,http://www.avitgroup.com
S3 Group,https://www.s3connectedhealth.com/s3-group
DataHow,https://datahow.ch/
Transfor,https://transforgroup.com/
BIP Portugal,https://www.bip-group.com/pt-pt/
Creative Systems,http://www.creativesystems.eu
Oneasit,http://www.oneasit.com/
Trust IT,http://www.trustit.pt
Fortis,https://www.fortisgames.com
Porto World,https://www.portoworld.pt/pt/
Construal,http://construal.pt/
Ryanair Labs,https://careers.ryanair.com/engineering/
Raketech,http://www.raketech.com/
Planicare,https://www.planicare.pt/
Wave Solutions,https://www.wavesolutions.pt
AZULZEN,http://www.azulzen.pt
INESC TEC,https://www.inesctec.pt/en
Visma Tech Portugal,https://www.visma.pt/
Egapi,http://www.egapi.pt
Deutsche Bank,https://www.db.com/portugal/
BSIM2,http://www.bsimsquare.com/
Esinow,http://www.esinow.net
Followprice,https://followprice.com/
"CEIB, Informática e Comunicações",https://www.ceib.pt/
DXC Technology,http://www.dxc.technology/pt
Vizidox Solutions Limited,https://vizidox.com/
Diretiva: Consultores de Gestão,http://www.diretiva.pt
Agentifai,https://agentifai.com/
Rauva,https://rauva.com/
Global Partner,http://www.globalpartner.pt
AMOB,https://www.amobgroup.com/
NovioQ,http://www.novioq.com/
Quodis,http://quodis.com
Asenium,https://www.asenium.com/
Allia Health Group,https://alliahealth.co/
Upgrade M,
Fedrax,http://www.fedrax.com
Inforap,https://www.inforap.pt
Eniax,https://eniax.care/
Happen,http://www.happen.pt/
Bracara Tech,http://www.bracaratech.com/
Holdper,https://www.holdper.pt/
Akapeople,http://www.akapeople.pt
People to People,https://peopletopeople.pt/
TCSI Digiberia,http://www.tcsi-digiberia.pt/
Renova,https://www.myrenova.com/
TECH5.ai,http://tech5.ai
Whiteroad,
Instituto Superior Técnico,https:/FAS Sistemas de Informação,http://fas.pt
Liberty Seguros,https://www.libertyseguros.pt/PublicWebsite/
Exclaimer,https://exclaimer.com/
Pitaya Technologies,http://www.meetpitaya.com/
Wrightia,https://www.wrightia.com/
Sensing Future Technologies,http://www.sensingfuture.pt/
Storming Universe,https://www.storminguniverse.com/
Simbea,http://www.simbea.pt
Bitpanda,https://www.bitpanda.com/
Siag,https://www.siag.pt/
Trace,http://www.trace.pt/
Cogniwave,https://cogniwave.pt
Elevus Portugal,http://www.elevus.pt
TWEVO Technologies,http://twevo.net
Multiwave Photonics,http://www.mw-technologies.com
Centrality,http://www.centrality.pt
Remote Flags,https://remoteflags.com
Management Solutions Portugal,https://www.managementsolutions.com/en
Instituto Criap,https://www.institutocriap.com
Nutrium,https://nutrium.com/
Janela Digital,http://www.janeladigital.com
Ingenious Lion,https://jaydhub.com
ATEC,https://www.atec.pt/
B2cloudDev,http://www.b2cloud.us/
ClanHR,https://www.clanhr.com/
VP Consulting,http://www.vpconsulting.pt
Keep it Real,http://www.keepitreal.pt/
Relive,https://relive.pt/
Prime Group,https://weareprimegroup.com/
epilot,https://epilot.cloud/
Proman portugal,http://www.proman.org
Cleverly,
Labialfarma,http://www.labialfarma.com
Equus Software,https://www.equusoft.com/
GuestU,http://guestu.com/
Novageo Solutions,http://www.novageo.com/
Syndicode,https://syndicode.com/
Asial Corporation,https://en.asial.co.jp/
Roq,https://www.roqinternational.com/pt/roq
Dom Digital,hMeritis,https://meritis.fr/en
Ford Credit Europe Surcusal em Portugal,https://www.ford.pt/financiamento/
NIVVOS,https://www.nivvos.com
DIOT-SIACI TRADE FINANCE,https://diot-siaci.com
ATLANSE,http://www.atlanse.pt/en
Mercado Eletronico,https://www.mercadoeletronico.eu/
AdEvolutio,https://evolutio.pt/
Meow Advertising,https://meow.pt/
Massive Studios,https://www.massivestudios.io/
MJV Technology & Innovation,https://www.mjvinnovation.com/
Carclasse,http://www.carclasse.pt
Effizency,https://effizency.com/
team.it,http://www.team-it.pt/
Jscrambler,http://www.jscrambler.com
Hydra iT,http://www.hydra.pt
Wunderman Thompson,http://www.wunderman.com
KeepOn,https://www.keepon.pt/
360hyper,https://www.360hyper.pt/
SRAM,https://www.sram.com
Sherpany,https://www.sherpany.com
WAY2INOV,http://www.way2inov.pt
Colquimica Adhesives,https://www.colquimica.com/pt/
Scandinavian Tobacco Group,https://www.st-group.com
XpertGo,https://www.xpertgo.pt/pt/
AskBlue,http://www.askblue.com
DreamShaper,http://dreamshaper.com/
Sage Portugal,http://www.sage.pt
Floricolor,https://www.floricolor.pt/
Science4you,http://www.science4you.pt
Cellnex,https://www.cellnex.com/pt-en/
Nasdaq,https://www.nasdaq.com/
SharpMinds,https://sharpminds.com/
Present Technologies,https://www.present-technologies.com/
Hakkōda,https://hakkoda.io/
Integr8,https://www.integr8.com/
mediaFoundry,http://www.mediafoundry.pt
OSF Digital,https://osf.digital/
Deloitte Portugal,www.deloitte.com/pt/careers
RealFevr,
CAST,https://cast.pt
Carl Zeiss Vision Portugal,https://www.zeiss.pt/
Hakken Portugal,http://www.hakken-group.com
RISA Consulting,http://www.risa.pt
ISSHO Technology,http://www.isshotechnology.com/
Hope Care,http://www.hope-care.pt
Extia Portugal,https://www.extia-consulting.pt/
Trofa Saúde,https://www.trofasaude.pt/
Sellbytel,
360dialog,http://www.360dialog.com/
Super Agent,https://www.super-agent.com/
Value Date,https://www.valuedate.io/
Analytics by Kaizen,https://www.analyticsbykaizen.com
ULisboa - Universidade de Lisboa,https://www.ulisboa.pt/
Procter & Gamble Portugal,https://pt.pg.com/
Digital Waffle,https://www.digitalwaffle.co/
Site.PT,https://www.site.pt
Traxpay,https://www.traxpay.com/
NEXT-IT,https::/www.next-it.pt
Banco CTT,https://www.bancoctt.pt
MoOngy (ex Hiq Consulting),https://moongy.group/pt/
TD SYNNEX,http://www.tdsynnex.com/
Showpress,http://www.showpress.pt/
CASCO PET,https://cascopet.com
MAHLE GmbH,https://www.mahle.com/
Informito,http://www.informito.pt
Solidnetworks,https://www.solidnetworks.pt/
Ultra Tendency,https://www.ultratendency.com/
IAMIN,https://iamin.pt/
Value for Health Colab,https://vohcolab.org/
Feedzai,http://www.feedzai.com
Nonius,http://www.noniussoftware.com
SmartDigit,http://smartdigit.pt/
Talka.ai,https://www.talka.ai/
Universidade Portucalense Infante D. Henrique,https://www.upt.pt/
Semasio,http://semasio.com/
Concretecode,
Optiply,https://optiply.nl/
WEDOIT Global,https://www.wedoit.global/
Oswald ORB,https://www.oswald-orb.fr/
Celfocus,http://www.celfocus.com
KCS IT,https://kcsit.pt
Vision Box,http://www.vision-box.com
GSConsulting,https://www.gsconsulting.pt/
WinTrust,
Crivosoft,https://www.crivosoft.pt/
SwissBorg,https://swissborg.com/
